ENA|VUNM01000021|VUNM01000021.1,0,43741,UniRef50_UPI000F7AA79D,33683,36212	ENA|VUNM01000021|VUNM01000021.1,0,43741,UniRef50_UPI000F7AA79D,33683,36212
ENA-OGZX01000447-OGZX01000447.1-human-gut-metagenome-genome-assembly--contig:-NODE-447-length-49936-cov-45.944227,0,37045,UniRef50_UPI000E5CDAED,125,3272	ENA-OGZX01000447-OGZX01000447.1-human-gut-metagenome-genome-assembly--contig:-NODE-447-length-49936-cov-45.944227,0,37045,UniRef50_UPI000E5CDAED,125,3272
NZ_ACQV01000021.1,19891,53693,UniRef50_C9X1G5,19995,23241	NZ_ACQV01000021.1,19891,53693,UniRef50_C9X1G5,19995,23241
NZ_ACQV01000021.1,19891,53693,UniRef50_C9X1G5,19995,23241	ERZ989725.76865,0,30923,UniRef50_C9X1G5,27252,30501
ERZ914904.12246,0,10556,UniRef50_A0A0S2HX99,6904,10381	ERZ914904.12246,0,10556,UniRef50_A0A0S2HX99,6904,10381
ENA|WNGM01000529|WNGM01000529.1,0,29154,UniRef50_A0A2H5XMK0,20593,22897	ENA|WNGM01000529|WNGM01000529.1,0,29154,UniRef50_A0A2H5XMK0,20593,22897
ERZ1024288.8061,0,9935,UniRef50_A0A5B9DB16,1738,4006	ERZ1024288.8061,0,9935,UniRef50_A0A5B9DB16,1738,4006
Ga0245236_100367,0,40348,UniRef50_A0A134C5X2,4465,7660	Ga0245236_100367,0,40348,UniRef50_A0A134C5X2,4465,7660
Ga0307486_1006432,0,6292,UniRef50_A0A2N3AA44,2364,6186	Ga0307486_1006432,0,6292,UniRef50_A0A2N3AA44,2364,6186
ERZ919820.40092,0,22426,UniRef50_A0A151APJ0,7141,11443	ERZ919820.40092,0,22426,UniRef50_A0A151APJ0,7141,11443
ERZ920241.3829,0,9329,UniRef50_G6B158,57,3795	ERZ920241.3829,0,9329,UniRef50_G6B158,57,3795
ENA|LRBV02002052|LRBV02002052.1,54845,105168,UniRef50_A0A1L3KS20,96878,98957	ENA|LRBV02002052|LRBV02002052.1,54845,105168,UniRef50_A0A1L3KS20,96878,98957
ENA|VXNF01000031|VXNF01000031.1,19305,64882,UniRef50_A0A1V5ZX91,29674,33268	ENA|VXNF01000031|VXNF01000031.1,19305,64882,UniRef50_A0A1V5ZX91,29674,33268
ENA|UPBR01002722|UPBR01002722.1,0,8562,UniRef50_Q6NKI3,1874,5231	ENA|UPBR01002722|UPBR01002722.1,0,8562,UniRef50_Q6NKI3,1874,5231
NZ_KV810267.1,24960,75901,UniRef50_C9X1G5,72509,75755	NZ_KV810267.1,24960,75901,UniRef50_C9X1G5,72509,75755
NZ_KV810267.1,24960,75901,UniRef50_C9X1G5,72509,75755	ERZ964614.53127,22757,73698,UniRef50_C9X1G5,70339,73585
ERZ964358.27062,46730,98307,UniRef50_A0A417NI48,94132,97534	ERZ964358.27062,46730,98307,UniRef50_A0A417NI48,94132,97534
ERZ918137.15655,0,18137,UniRef50_A0A140GR79,11502,14439	ERZ918137.15655,0,18137,UniRef50_A0A140GR79,11502,14439
ENA|JAALMD010000020|JAALMD010000020.1,0,38263,UniRef50_A0A2H6B7F4,20935,23170	ENA|JAALMD010000020|JAALMD010000020.1,0,38263,UniRef50_A0A2H6B7F4,20935,23170
ENA|JAALMD010000020|JAALMD010000020.1,0,38263,UniRef50_A0A2H6B7F4,20935,23170	ENA|JAALNB010000068|JAALNB010000068.1,0,11879,UniRef50_A0A2H6B7F4,9025,11260
ENA|JAALMD010000020|JAALMD010000020.1,0,38263,UniRef50_A0A2H6B7F4,20935,23170	ENA|JAALNE010000001|JAALNE010000001.1,490444,540986,UniRef50_A0A2H6B7F4,523788,526023
ENA|JAALMD010000020|JAALMD010000020.1,0,38263,UniRef50_A0A2H6B7F4,20935,23170	ERZ919218.10505,0,32931,UniRef50_A0A2H6B7F4,7223,9458
ENA|JAALMD010000020|JAALMD010000020.1,0,38263,UniRef50_A0A2H6B7F4,20935,23170	NZ_ABDU01000076.2,1854,91642,UniRef50_A0A2H6B7F4,38096,40331
ENA|JAALMD010000020|JAALMD010000020.1,0,38263,UniRef50_A0A2H6B7F4,20935,23170	Ga0224586_131,453044,550410,UniRef50_A0A2H6B7F4,467918,470153
ENA|JAALMD010000020|JAALMD010000020.1,0,38263,UniRef50_A0A2H6B7F4,20935,23170	ENA|JAALNH010000026|JAALNH010000026.1,0,44456,UniRef50_A0A2H6B7F4,26660,28895
ENA|JAALMD010000020|JAALMD010000020.1,0,38263,UniRef50_A0A2H6B7F4,20935,23170	ENA|OWHB01000223|OWHB01000223.1,0,41125,UniRef50_A0A2H6B7F4,32255,34490
ENA|JAALMD010000020|JAALMD010000020.1,0,38263,UniRef50_A0A2H6B7F4,20935,23170	NZ_ABDU01000076.2,1854,97057,UniRef50_A0A2H6B7F4,38096,40331
ERZ989774.14518,0,5656,UniRef50_Q6NKI3,2221,5461	ERZ989774.14518,0,5656,UniRef50_Q6NKI3,2221,5461
ENA|LMYF01004045|LMYF01004045.1,0,15659,UniRef50_A0A3A0CUX9,13170,15471	ENA|LMYF01004045|LMYF01004045.1,0,15659,UniRef50_A0A3A0CUX9,13170,15471
Ga0114321_1000994,0,16206,UniRef50_A0A134C5X2,223,3418	Ga0114321_1000994,0,16206,UniRef50_A0A134C5X2,223,3418
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ913250.50087,0,11596,UniRef50_C0FXH5,5054,8555
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ920777.48734,0,13757,UniRef50_C0FXH5,5290,8791
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ913978.11823,0,26366,UniRef50_C0FXH5,22455,25956
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ENA|UZIC01000112|UZIC01000112.1,17016,60395,UniRef50_C0FXH5,25273,28774
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ913847.36850,0,26916,UniRef50_C0FXH5,1722,5223
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ894317.574,4253,52331,UniRef50_C0FXH5,35474,38975
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ENA|UXKE01000173|UXKE01000173.1,0,26152,UniRef50_C0FXH5,5828,9464
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ826933.549,17014,43609,UniRef50_C0FXH5,33417,37017
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ827028.3125,0,14124,UniRef50_C0FXH5,8442,12078
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ918044.59379,0,20358,UniRef50_C0FXH5,14449,17950
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ919784.63690,1110,52486,UniRef50_C0FXH5,45667,49168
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ909709.3680,11102,40250,UniRef50_C0FXH5,11944,15445
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ENA|OGCO01000622|OGCO01000622.1,0,49466,UniRef50_C0FXH5,45718,49255
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ENA|OPSY01000686|OPSY01000686.1,0,23804,UniRef50_C0FXH5,5863,9364
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ENA|USWJ01000163|USWJ01000163.1,3791,54954,UniRef50_C0FXH5,21719,25220
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ919321.8439,0,21515,UniRef50_C0FXH5,11186,14687
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	Ga0111519_100342,23025,74701,UniRef50_C0FXH5,65411,68912
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ920137.34199,15312,66688,UniRef50_C0FXH5,18734,22235
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ831979.824,0,32358,UniRef50_C0FXH5,13351,16852
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ920272.65075,0,35571,UniRef50_C0FXH5,13423,16924
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ENA|UPQO01000002|UPQO01000002.1,98943,150106,UniRef50_C0FXH5,128676,132177
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ913704.45165,0,33345,UniRef50_C0FXH5,6115,9616
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	Ga0105758_1000303,0,56869,UniRef50_C0FXH5,21363,24864
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ENA-USVN01000005-USVN01000005.1-human-gut-metagenome-genome-assembly--contig:-NODE-5-length-268887-cov-50.757397,92281,143444,UniRef50_C0FXH5,110149,113650
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ917713.46126,12070,63446,UniRef50_C0FXH5,12830,16331
Ga0243886_1001127,0,23453,UniRef50_C0FXH5,7170,10671	ERZ917837.51350,127508,190301,UniRef50_C0FXH5,145528,149029
ERZ1026772.690,0,22703,UniRef50_R6TXG4,18177,21840	ERZ1026772.690,0,22703,UniRef50_R6TXG4,18177,21840
ENA|UPPI01002068|UPPI01002068.1,0,14360,UniRef50_R6QHH1,2438,6383	ENA|UPPI01002068|UPPI01002068.1,0,14360,UniRef50_R6QHH1,2438,6383
ENA|UPPI01002068|UPPI01002068.1,0,14360,UniRef50_R6QHH1,2438,6383	Ga0243854_1000349,60186,90000,UniRef50_R6QHH1,77985,81930
ENA|UPPI01002068|UPPI01002068.1,0,14360,UniRef50_R6QHH1,2438,6383	ERZ845325.79,0,10903,UniRef50_R6QHH1,1851,5796
ENA|UPPI01002068|UPPI01002068.1,0,14360,UniRef50_R6QHH1,2438,6383	ENA|UZNL01000404|UZNL01000404.1,0,27994,UniRef50_R6QHH1,12864,16809
ENA|UPPI01002068|UPPI01002068.1,0,14360,UniRef50_R6QHH1,2438,6383	Ga0243855_1000562,0,56475,UniRef50_R6QHH1,6387,10332
ERZ964586.37421,15917,48727,UniRef50_C9X1G5,16439,19682	ERZ964586.37421,15917,48727,UniRef50_C9X1G5,16439,19682
ERZ925239.77334,0,20408,UniRef50_A0A3G9HDX7,15437,19424	ERZ925239.77334,0,20408,UniRef50_A0A3G9HDX7,15437,19424
ERZ925239.77334,0,20408,UniRef50_A0A3G9HDX7,15437,19424	ERZ918900.48597,0,27015,UniRef50_A0A3G9HDX7,268,4255
ERZ925239.77334,0,20408,UniRef50_A0A3G9HDX7,15437,19424	ENA-OJRV01000860-OJRV01000860.1-human-gut-metagenome-genome-assembly--contig:-NODE-860-length-37554-cov-9.050641,4691,37554,UniRef50_A0A3G9HDX7,5029,8857
ERZ925239.77334,0,20408,UniRef50_A0A3G9HDX7,15437,19424	ENA|ULNF01029568|ULNF01029568.1,0,30911,UniRef50_A0A3G9HDX7,21,4008
ERZ925239.77334,0,20408,UniRef50_A0A3G9HDX7,15437,19424	ERZ1106911.973,0,33080,UniRef50_A0A3G9HDX7,1575,5562
ERZ1047930.97,0,13817,UniRef50_A0A5B9DB16,10675,12973	ERZ1047930.97,0,13817,UniRef50_A0A5B9DB16,10675,12973
Ga0119777_1002176,0,9317,UniRef50_Q6NKI3,2098,5308	Ga0119777_1002176,0,9317,UniRef50_Q6NKI3,2098,5308
Ga0119777_1002176,0,9317,UniRef50_Q6NKI3,2098,5308	ERZ989775.55223,0,20201,UniRef50_Q6NKI3,16258,19468
Ga0119777_1002176,0,9317,UniRef50_Q6NKI3,2098,5308	ENA|UPKG01002225|UPKG01002225.1,0,8330,UniRef50_Q6NKI3,4400,7610
Ga0119777_1002176,0,9317,UniRef50_Q6NKI3,2098,5308	ENA|UPVV01000042|UPVV01000042.1,0,34627,UniRef50_Q6NKI3,3312,6066
Ga0119777_1002176,0,9317,UniRef50_Q6NKI3,2098,5308	ENA|OVFA01000130|OVFA01000130.1,0,17746,UniRef50_Q6NKI3,8416,11626
Ga0119777_1002176,0,9317,UniRef50_Q6NKI3,2098,5308	Ga0115430_1000261,0,35975,UniRef50_Q6NKI3,21554,24881
Ga0119777_1002176,0,9317,UniRef50_Q6NKI3,2098,5308	NODE-2184-length-8925-cov-47.957,0,8925,UniRef50_Q6NKI3,1677,5004
ERZ1033973.1092,0,4298,UniRef50_Q6NKI3,1995,4263	ERZ1033973.1092,0,4298,UniRef50_Q6NKI3,1995,4263
Ga0335009_0005922,0,11817,UniRef50_A0A5B9DB16,1695,3735	Ga0335009_0005922,0,11817,UniRef50_A0A5B9DB16,1695,3735
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ1049807.5,0,14840,UniRef50_R6P3Z6,3187,7303
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ919293.9603,0,17754,UniRef50_R6P3Z6,3898,8011
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ913630.7711,0,12797,UniRef50_R6P3Z6,3718,7831
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ922498.6457,0,7467,UniRef50_R6P3Z6,2917,7030
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ941380.137903,0,8814,UniRef50_R6P3Z6,3397,7510
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ919301.14523,0,8500,UniRef50_R6P3Z6,3679,7792
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ1048166.3,0,31983,UniRef50_R6P3Z6,10541,14654
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ1053018.7,0,72351,UniRef50_R6P3Z6,52162,56275
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ914845.11374,0,8541,UniRef50_R6P3Z6,1825,5842
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ898561.1058,0,22495,UniRef50_R6P3Z6,14249,18362
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ1048617.54,0,22209,UniRef50_R6P3Z6,14052,18165
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ920200.4164,0,19262,UniRef50_R6P3Z6,11052,15165
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ1039696.10,0,35692,UniRef50_R6P3Z6,15227,19340
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ925095.6733,0,39250,UniRef50_R6P3Z6,22082,26195
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ914856.7466,0,10254,UniRef50_R6P3Z6,2882,6995
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ1063578.3,0,85117,UniRef50_R6P3Z6,9182,13295
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ1061969.5,0,77680,UniRef50_R6P3Z6,1510,5623
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ1039959.1,0,92474,UniRef50_R6P3Z6,16076,20189
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	Ga0313422_1025,0,43088,UniRef50_R6P3Z6,16871,20984
ERZ932213.500990,0,7497,UniRef50_R6P3Z6,3243,7359	ERZ914851.13456,0,6284,UniRef50_R6P3Z6,1492,5605
ERZ870052.883,0,11146,UniRef50_UPI000E5CDAED,5714,9773	ERZ870052.883,0,11146,UniRef50_UPI000E5CDAED,5714,9773
ERZ1023621.82,0,27671,UniRef50_A0A140GR79,22599,25494	ERZ1023621.82,0,27671,UniRef50_A0A140GR79,22599,25494
ERZ937036.98052,0,27781,UniRef50_UPI001105EE8A,15954,19077	ERZ937036.98052,0,27781,UniRef50_UPI001105EE8A,15954,19077
Ga0208617_1000813,0,8619,UniRef50_A0A1F2PKY0,1696,6430	Ga0208617_1000813,0,8619,UniRef50_A0A1F2PKY0,1696,6430
Ga0208617_1000813,0,8619,UniRef50_A0A1F2PKY0,1696,6430	Ga0208620_1000271,0,8670,UniRef50_A0A1F2PKY0,1472,6194
ERZ964603.24072,15121,66062,UniRef50_C9X1G5,15648,17844	ERZ964603.24072,15121,66062,UniRef50_C9X1G5,15648,17844
ERZ964603.24072,15121,66062,UniRef50_C9X1G5,15648,17844	NODE-198-length-46538-cov-37.4179,13751,46538,UniRef50_C9X1G5,14317,16513
Ga0111464_102373,0,8013,UniRef50_Q6NKI3,5409,7878	Ga0111464_102373,0,8013,UniRef50_Q6NKI3,5409,7878
ERZ926814.79750,12726,40262,UniRef50_A0A417NI48,32900,36248	ERZ926814.79750,12726,40262,UniRef50_A0A417NI48,32900,36248
Ga0438623_01,158296,209766,UniRef50_A0A3C1LRK1,162847,164998	Ga0438623_01,158296,209766,UniRef50_A0A3C1LRK1,162847,164998
ENA|OQVN01000048|OQVN01000048.1,3110,42978,UniRef50_A0A3D5WV06,21592,25024	ENA|OQVN01000048|OQVN01000048.1,3110,42978,UniRef50_A0A3D5WV06,21592,25024
ENA|OQVN01000048|OQVN01000048.1,3110,42978,UniRef50_A0A3D5WV06,21592,25024	ERZ918885.54033,10265,150263,UniRef50_A0A3D5WV06,94134,97602
ENA|OQVN01000048|OQVN01000048.1,3110,42978,UniRef50_A0A3D5WV06,21592,25024	ERZ918156.12737,0,52330,UniRef50_A0A3D5WV06,13373,16841
NZ_CP010992.1,1903587,1969165,UniRef50_X5KBF9,1945414,1949797	NZ_CP010992.1,1903587,1969165,UniRef50_X5KBF9,1945414,1949797
NZ_CP010992.1,1903587,1969165,UniRef50_X5KBF9,1945414,1949797	NZ_PVLU01000003.1,531399,628185,UniRef50_X5KBF9,618996,623379
NZ_CP010992.1,1903587,1969165,UniRef50_X5KBF9,1945414,1949797	NC_016510.2,1907720,2008447,UniRef50_X5KBF9,1995070,1999453
ENA|LFJQ01000017|LFJQ01000017.1,648209,706059,UniRef50_A0A3B8QXV4,651448,653812	ENA|LFJQ01000017|LFJQ01000017.1,648209,706059,UniRef50_A0A3B8QXV4,651448,653812
ERZ925403.29326,0,8613,UniRef50_D9Y6T4,988,5275	ERZ925403.29326,0,8613,UniRef50_D9Y6T4,988,5275
ERZ925403.29326,0,8613,UniRef50_D9Y6T4,988,5275	NODE-636-length-22565-cov-5.23141,0,22565,UniRef50_D9Y6T4,51,4335
ERZ925403.29326,0,8613,UniRef50_D9Y6T4,988,5275	ERZ920425.46372,0,8058,UniRef50_D9Y6T4,1792,5329
ERZ925403.29326,0,8613,UniRef50_D9Y6T4,988,5275	ERZ848408.63,0,9553,UniRef50_D9Y6T4,4453,8008
ERZ925403.29326,0,8613,UniRef50_D9Y6T4,988,5275	ENA|ODTZ01003066|ODTZ01003066.1,0,11881,UniRef50_D9Y6T4,6530,10799
ENA|PZQU01000706|PZQU01000706.1,71910,110534,UniRef50_A0A0K6GF30,107532,109590	ENA|PZQU01000706|PZQU01000706.1,71910,110534,UniRef50_A0A0K6GF30,107532,109590
ERZ1024278.1301,7026,40225,UniRef50_A0A140GR79,10781,16019	ERZ1024278.1301,7026,40225,UniRef50_A0A140GR79,10781,16019
ERZ963673.6251,0,32877,UniRef50_S0FEG1,29,3011	ERZ963673.6251,0,32877,UniRef50_S0FEG1,29,3011
Ga0314776_0001925,0,11683,UniRef50_K4I9M9,2829,7461	Ga0314776_0001925,0,11683,UniRef50_K4I9M9,2829,7461
ERZ1046157.8,60596,111636,UniRef50_A0A140GR79,67068,69975	ERZ1046157.8,60596,111636,UniRef50_A0A140GR79,67068,69975
NZ_VELY01000006.1,60222,155695,UniRef50_A0A1V5PKA1,116566,119674	NZ_VELY01000006.1,60222,155695,UniRef50_A0A1V5PKA1,116566,119674
NZ_VELY01000006.1,60222,155695,UniRef50_A0A1V5PKA1,116566,119674	ENA|LQQR01000016|LQQR01000016.1,63927,151384,UniRef50_A0A1V5PKA1,99947,103055
NZ_VELY01000006.1,60222,155695,UniRef50_A0A1V5PKA1,116566,119674	NZ_NCWY01000007.1,91510,193035,UniRef50_A0A1V5PKA1,127819,130639
ERZ1189932.68,0,23556,UniRef50_A0A316RPF6,5987,10061	ERZ1189932.68,0,23556,UniRef50_A0A316RPF6,5987,10061
ENA-OGFI01001175-OGFI01001175.1-metagenome-genome-assembly--contig:-NODE-1175-length-14167-cov-3.703302,0,14167,UniRef50_A0A316SFY0,51,2214	ENA-OGFI01001175-OGFI01001175.1-metagenome-genome-assembly--contig:-NODE-1175-length-14167-cov-3.703302,0,14167,UniRef50_A0A316SFY0,51,2214
NZ_AWXE01000003.1,105100,156080,UniRef50_U2XW20,124206,127539	NZ_AWXE01000003.1,105100,156080,UniRef50_U2XW20,124206,127539
ENA|WJCJ01000036|WJCJ01000036.1,8564,36221,UniRef50_UPI000BFE368F,25413,28422	ENA|WJCJ01000036|WJCJ01000036.1,8564,36221,UniRef50_UPI000BFE368F,25413,28422
ERZ937628.62,0,10910,UniRef50_A0A415IJP7,104,3743	ERZ937628.62,0,10910,UniRef50_A0A415IJP7,104,3743
ERZ1035025.214,0,42644,UniRef50_UPI000E5CDAED,35430,39504	ERZ1035025.214,0,42644,UniRef50_UPI000E5CDAED,35430,39504
ERZ922463.16237,0,7206,UniRef50_G9RUL1,3819,6774	ERZ922463.16237,0,7206,UniRef50_G9RUL1,3819,6774
Ga0134555_1000005,9601,60368,UniRef50_R5Y7W7,9876,13182	Ga0134555_1000005,9601,60368,UniRef50_R5Y7W7,9876,13182
ENA|MPCX01000001|MPCX01000001.1,443579,485730,UniRef50_A0A062XBE5,446223,448248	ENA|MPCX01000001|MPCX01000001.1,443579,485730,UniRef50_A0A062XBE5,446223,448248
ERZ1038055.4,0,21077,UniRef50_D5ESN1,15625,18634	ERZ1038055.4,0,21077,UniRef50_D5ESN1,15625,18634
ERZ1038055.4,0,21077,UniRef50_D5ESN1,15625,18634	ERZ1193322.6,47208,78388,UniRef50_G6B158,73919,77597
NZ_JQDJ01000014.1,0,63585,UniRef50_A0A560FBM4,50244,54876	NZ_JQDJ01000014.1,0,63585,UniRef50_A0A560FBM4,50244,54876
ENA|OOEV01000014|OOEV01000014.1,0,47432,UniRef50_A0A2M8AIP8,3516,6837	ENA|OOEV01000014|OOEV01000014.1,0,47432,UniRef50_A0A2M8AIP8,3516,6837
ERZ914901.5387,0,11064,UniRef50_A0A0S2HX99,740,4823	ERZ914901.5387,0,11064,UniRef50_A0A0S2HX99,740,4823
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ925268.39337,0,12518,UniRef50_A0A415IJP7,5804,10019
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ839767.1813,0,30635,UniRef50_A0A415IJP7,3692,7907
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	Ga0168775_102322,0,14964,UniRef50_A0A415IJP7,7917,12132
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ENA-OLIU01000723-OLIU01000723.1-human-gut-metagenome-genome-assembly--contig:-NODE-723-length-14732-cov-8.567010,0,14732,UniRef50_A0A415IJP7,3716,7988
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ920334.38812,0,11517,UniRef50_A0A415IJP7,2153,6368
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	Ga0244129_101092,0,23388,UniRef50_A0A415IJP7,14182,18397
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ918347.19675,0,13632,UniRef50_A0A415IJP7,6489,10704
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ENA|USUS01000789|USUS01000789.1,0,37367,UniRef50_A0A415IJP7,24017,27836
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ915400.68603,0,12856,UniRef50_A0A415IJP7,7973,12188
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ENA|UPCD01000505|UPCD01000505.1,0,44031,UniRef50_A0A415IJP7,37523,41738
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ENA-ORUO01000623-ORUO01000623.1-human-gut-metagenome-genome-assembly--contig:-NODE-623-length-42393-cov-2.930086,0,26430,UniRef50_A0A415IJP7,3524,7739
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ENA|UZPU01002054|UZPU01002054.1,0,11038,UniRef50_A0A415IJP7,2981,7196
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ914786.11931,0,44833,UniRef50_A0A415IJP7,2694,6909
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ENA-OPXQ01000539-OPXQ01000539.1-human-gut-metagenome-genome-assembly--contig:-NODE-539-length-24572-cov-7.058123,0,24572,UniRef50_A0A415IJP7,15587,19802
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ913969.15869,0,19654,UniRef50_A0A415IJP7,14385,18600
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ826242.1795,0,21457,UniRef50_A0A415IJP7,6091,10363
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	Ga0245119_102547,0,14110,UniRef50_A0A415IJP7,6989,11204
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ENA-ORCN01000034-ORCN01000034.1-human-gut-metagenome-genome-assembly--contig:-NODE-34-length-99057-cov-25.962497,60129,99057,UniRef50_A0A415IJP7,93223,97438
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ917663.31070,0,33855,UniRef50_A0A415IJP7,29517,33732
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ914743.103209,0,31048,UniRef50_A0A415IJP7,8142,12357
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ925294.132210,0,21784,UniRef50_A0A415IJP7,15770,19985
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ENA|OWAO01000926|OWAO01000926.1,0,36394,UniRef50_A0A415IJP7,21209,25424
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ925429.37068,0,30183,UniRef50_A0A415IJP7,24802,29017
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ENA|UPCU01001068|UPCU01001068.1,0,22704,UniRef50_A0A415IJP7,16021,20236
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ839741.647,0,43261,UniRef50_A0A415IJP7,1957,6172
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ919095.25862,0,83155,UniRef50_A0A415IJP7,12468,16740
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ENA|OVZA01000321|OVZA01000321.1,0,62310,UniRef50_A0A415IJP7,14771,18986
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ917994.32223,30638,65979,UniRef50_A0A415IJP7,59303,63518
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	ERZ919133.23574,0,81913,UniRef50_A0A415IJP7,65740,69955
ERZ925507.23791,0,32506,UniRef50_A0A415IJP7,2611,6883	Ga0134374_1000033,0,69239,UniRef50_A0A415IJP7,46277,50549
